condition,attempt_index,candidate_count,executed_action,executed_action_changed_from_first_proposal,first_action,generated_revision_action_different,official_or_parser_failure,repeats_previous_failed_action,revision_action,revision_generated_but_unparsed,official_score_transition
ExplicitRepeatInternal2,13,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 13, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 12, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,14,2,"{""action"": ""PICKUP"", ""arg1"": ""23195""}",False,"{""action"": ""PICKUP"", ""arg1"": ""23195""}",True,True,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 14, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 13, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,15,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 10""}",False,"{""attempt_index"": 15, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 14, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,16,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",False,"{""attempt_index"": 16, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 15, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,17,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 17, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 16, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,18,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 18, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 17, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,19,2,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""23195""}",False,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""23195""}",True,True,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 19, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 18, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,20,2,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",False,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",True,True,False,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,"{""attempt_index"": 20, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 19, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,21,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",True,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",True,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,"{""attempt_index"": 21, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 20, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,22,2,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,False,False,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,"{""attempt_index"": 22, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.125, ""previous_observed_attempt"": 21, ""score_after"": 0.125, ""score_before"": 0.0}"
ExplicitRepeatInternal2,23,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",True,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,"{""attempt_index"": 23, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 22, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatInternal2,24,2,"{""action"": ""PICKUP"", ""arg1"": 20030}",False,"{""action"": ""PICKUP"", ""arg1"": 20030}",False,True,False,"{""action"": ""PICKUP"", ""arg1"": 20030}",False,"{""attempt_index"": 24, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 23, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatInternal2,25,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": 20030}",True,"{""action"": ""PICKUP"", ""arg1"": 20030}",True,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": 20030}",False,"{""attempt_index"": 25, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 24, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatInternal2,26,2,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 20030}",False,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 20030}",False,False,False,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 20030}",False,"{""attempt_index"": 26, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.125, ""previous_observed_attempt"": 25, ""score_after"": 0.25, ""score_before"": 0.125}"
ExplicitRepeatInternal2,27,2,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 6779}",False,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 6779}",True,False,False,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 20030}",False,"{""attempt_index"": 27, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 26, ""score_after"": 0.25, ""score_before"": 0.25}"
ExplicitRepeatInternal2,28,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",True,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 20030}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 28, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 27, ""score_after"": 0.25, ""score_before"": 0.25}"
ExplicitRepeatInternal2,29,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,"{""attempt_index"": 29, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 28, ""score_after"": 0.25, ""score_before"": 0.25}"
ExplicitRepeatInternal2,30,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 10""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 10""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 30, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 29, ""score_after"": 0.25, ""score_before"": 0.25}"
